City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Luanda,AO,2021-02-26 16:54:33,-8.8368,13.2343,84.2,70,20,9.22
281,Sao Jose Da Coroa Grande,BR,2021-02-26 16:54:33,-8.8978,-35.1478,84.24,63,56,11.95
282,Olinda,BR,2021-02-26 16:52:12,-8.0089,-34.8553,73.4,88,75,5.75
283,Bandarbeyla,SO,2021-02-26 16:54:34,9.4942,50.8122,77.4,75,96,14.36
284,Freilassing,DE,2021-02-26 16:50:02,47.85,12.9833,57.2,44,0,4.61
285,Erdenet,MN,2021-02-26 16:54:34,49.0333,104.0833,8.58,80,84,9.98
286,Beringovskiy,RU,2021-02-26 16:54:34,63.05,179.3167,-24.05,85,70,13.0
287,Yatou,CN,2021-02-26 16:54:35,37.15,122.3833,37.54,75,100,6.31
288,Srednekolymsk,RU,2021-02-26 16:54:35,67.45,153.6833,-24.3,100,99,0.76
289,Clyde River,CA,2021-02-26 16:54:35,70.4692,-68.5914,-9.4,77,75,25.32
290,Deep River,CA,2021-02-26 16:54:36,46.1001,-77.4995,23.0,74,75,5.75
291,Ancud,CL,2021-02-26 16:54:36,-41.8697,-73.8203,62.6,67,20,2.3
292,Qitaihe,CN,2021-02-26 16:54:36,45.8,130.85,1.18,80,52,3.38
293,Ngunguru,NZ,2021-02-26 16:54:36,-35.6167,174.5,61.0,94,12,5.01
294,Linxia,CN,2021-02-26 16:54:37,35.6003,103.2064,44.47,58,89,3.15
295,Maldonado,UY,2021-02-26 16:53:26,-34.6667,-54.9167,82.0,61,20,11.5
296,Mariental,NA,2021-02-26 16:54:37,-24.6333,17.9667,91.11,16,14,10.02
297,Kalemie,CD,2021-02-26 16:54:38,-5.9475,29.1947,74.05,78,12,1.92
298,Yarada,IN,2021-02-26 16:54:38,17.65,83.2667,77.0,88,0,2.3
299,Miles City,US,2021-02-26 16:54:39,46.4083,-105.8406,37.4,41,90,19.57
300,Galway,IE,2021-02-26 16:54:39,53.2719,-9.0489,51.8,62,75,10.36
301,Aswan,EG,2021-02-26 16:54:39,24.0934,32.907,68.5,16,0,10.94
302,Rovaniemi,FI,2021-02-26 16:52:00,66.5,25.7167,33.8,93,90,16.11
303,Christchurch,NZ,2021-02-26 16:54:40,-43.5333,172.6333,62.01,94,90,1.14
304,Acapulco,MX,2021-02-26 16:52:39,16.8634,-99.8901,84.2,39,1,5.21
305,Zhigansk,RU,2021-02-26 16:54:40,66.7697,123.3711,-36.2,98,71,4.14
306,Ola,RU,2021-02-26 16:54:40,59.5833,151.2833,-9.69,82,88,10.2
307,Grindavik,IS,2021-02-26 16:54:32,63.8424,-22.4338,44.6,87,75,26.46
308,Tommot,RU,2021-02-26 16:54:41,58.9564,126.2925,-14.98,82,91,3.04
309,Saskylakh,RU,2021-02-26 16:54:42,71.9167,114.0833,-28.37,78,36,6.02
310,Bambous Virieux,MU,2021-02-26 16:54:42,-20.3428,57.7575,80.6,78,40,11.5
311,Turukhansk,RU,2021-02-26 16:54:42,65.8167,87.9833,-24.32,82,89,5.73
312,Pouembout,NC,2021-02-26 16:54:43,-21.1333,164.9,74.82,86,20,3.58
313,San Luis,AR,2021-02-26 16:54:43,-33.295,-66.3356,89.08,33,0,6.82
314,Naron,ES,2021-02-26 16:54:44,43.5167,-8.1528,62.6,67,0,4.61
315,Luganville,VU,2021-02-26 16:54:44,-15.5333,167.1667,79.29,81,99,6.2
316,Burnie,AU,2021-02-26 16:54:44,-41.0667,145.9167,54.64,85,26,11.54
317,Camana,PE,2021-02-26 16:54:45,-16.6228,-72.7111,77.02,61,8,7.85
318,Ayagoz,KZ,2021-02-26 16:54:45,47.9714,80.4392,-10.79,99,76,5.68
319,Nawa,IN,2021-02-26 16:54:45,27.0167,75.0,75.11,24,0,8.21
320,Port-Gentil,GA,2021-02-26 16:54:45,-0.7193,8.7815,86.0,70,40,11.5
321,Traverse City,US,2021-02-26 16:54:46,44.7631,-85.6206,36.0,75,90,14.97
322,Venado Tuerto,AR,2021-02-26 16:53:57,-33.7456,-61.9688,95.25,13,0,9.51
323,Pringsewu,ID,2021-02-26 16:54:46,-5.3582,104.9744,74.52,92,99,0.43
324,Ahuimanu,US,2021-02-26 16:54:47,21.4447,-157.8378,73.4,68,90,14.97
325,Takoradi,GH,2021-02-26 16:54:47,4.8845,-1.7554,82.0,79,84,12.28
326,Miri,MY,2021-02-26 16:54:48,4.4148,114.0089,75.2,100,40,1.14
327,Layou,VC,2021-02-26 16:54:48,13.2,-61.2667,82.4,74,75,11.5
328,Damara,CF,2021-02-26 16:54:49,4.9608,18.7035,96.8,38,20,3.44
329,Hirado,JP,2021-02-26 16:54:49,33.3597,129.5531,48.99,32,100,10.0
330,Sioux Lookout,CA,2021-02-26 16:54:49,50.1001,-91.917,33.8,69,90,13.8
331,Yagodnoye,RU,2021-02-26 16:54:50,62.55,149.6667,-21.98,84,99,2.35
332,Cayenne,GF,2021-02-26 16:54:50,4.9333,-52.3333,84.2,65,90,17.27
333,Buala,SB,2021-02-26 16:54:50,-8.145,159.5921,78.76,85,100,9.1
334,Edd,ER,2021-02-26 16:54:51,13.9297,41.6925,76.91,79,18,5.28
335,Kristiansand,NO,2021-02-26 16:54:51,58.1467,7.9956,48.2,57,0,8.05
336,Maniitsoq,GL,2021-02-26 16:54:51,65.4167,-52.9,20.48,93,98,12.08
337,Verkhoyansk,RU,2021-02-26 16:53:00,67.5447,133.385,-27.69,81,99,1.83
338,Roma,US,2021-02-26 16:54:52,43.2128,-75.4557,34.0,74,1,3.15
339,Santa Maria,BR,2021-02-26 16:54:52,-29.6842,-53.8069,82.4,61,20,13.8
340,Olga,RU,2021-02-26 16:54:53,43.7444,135.2892,7.81,83,0,8.46
341,Semporna,MY,2021-02-26 16:54:53,4.4818,118.6112,77.0,94,20,2.3
342,Balabac,PH,2021-02-26 16:54:53,7.9868,117.0645,79.95,80,43,3.83
343,Salaverry,PE,2021-02-26 16:54:54,-8.2333,-78.9667,69.8,88,94,9.22
344,Cherskiy,RU,2021-02-26 16:54:54,68.75,161.3,-29.56,85,81,3.98
345,Villamontes,BO,2021-02-26 16:54:55,-21.25,-63.5,86.0,70,75,1.54
346,Kendari,ID,2021-02-26 16:54:55,-3.945,122.4989,76.48,91,41,1.79
347,Dieppe,FR,2021-02-26 16:54:55,49.75,1.1667,50.0,50,0,9.22
348,Marechal Candido Rondon,BR,2021-02-26 16:54:55,-24.5561,-54.0567,83.98,55,3,5.53
349,Moree,AU,2021-02-26 16:54:55,-29.4667,149.85,73.4,83,75,8.05
350,Narsaq,GL,2021-02-26 16:54:56,60.9167,-46.05,33.8,64,75,2.3
351,Uhlove,UA,2021-02-26 16:54:56,44.8215,33.6045,46.0,70,0,4.0
352,Wum,CM,2021-02-26 16:54:57,6.3833,10.0667,82.74,20,99,5.01
353,Hithadhoo,MV,2021-02-26 16:53:22,-0.6,73.0833,82.27,73,27,12.24
354,Methoni,GR,2021-02-26 16:54:57,36.8197,21.7049,59.0,72,20,4.61
355,Kibala,TD,2021-02-26 16:54:58,9.1104,18.3463,98.6,14,0,2.3
356,Aquiraz,BR,2021-02-26 16:51:11,-3.9014,-38.3911,86.0,70,75,11.5
357,Mogadishu,SO,2021-02-26 16:54:58,2.0371,45.3438,78.17,81,0,22.41
358,Montepuez,MZ,2021-02-26 16:54:59,-13.1256,38.9997,72.9,93,96,3.15
359,Chazuta,PE,2021-02-26 16:54:59,-6.5742,-76.1367,86.0,70,40,3.44
360,Sohag,EG,2021-02-26 16:54:59,26.557,31.6948,65.12,26,0,11.16
361,Waddan,LY,2021-02-26 16:55:00,29.1614,16.139,60.21,51,26,16.37
362,Tigzirt,DZ,2021-02-26 16:55:00,36.8886,4.1198,58.41,83,0,10.98
363,Alofi,NU,2021-02-26 16:55:00,-19.0595,-169.9187,73.4,100,100,3.44
364,Minatitlan,MX,2021-02-26 16:55:01,17.9833,-94.5167,80.6,74,75,6.91
365,Wattegama,LK,2021-02-26 16:55:01,6.7989,81.4808,75.33,89,82,0.56
366,Baruun-Urt,MN,2021-02-26 16:55:01,46.6806,113.2792,36.48,79,92,23.33
367,Camalu,MX,2021-02-26 16:55:02,30.85,-116.0667,61.43,47,0,2.98
368,Pyapon,MM,2021-02-26 16:55:02,16.2833,95.6833,67.48,86,0,8.57
369,Ritchie,ZA,2021-02-26 16:55:02,-29.038,24.6028,82.4,28,0,6.91
370,Chiang Klang,TH,2021-02-26 16:55:03,19.2938,100.8617,72.12,25,13,1.9
371,Paris,FR,2021-02-26 16:55:03,48.8534,2.3488,52.0,50,75,10.36
372,Guhagar,IN,2021-02-26 16:55:03,17.4842,73.1929,75.11,59,0,6.62
373,Emerald,AU,2021-02-26 16:55:04,-23.5333,148.1667,78.8,78,40,3.44
374,Polunochnoye,RU,2021-02-26 16:55:04,60.8697,60.4153,-5.73,99,98,5.12
375,Krasnoarmeysk,RU,2021-02-26 16:55:04,51.0239,45.6969,37.0,95,100,5.99
376,Ambon,ID,2021-02-26 16:55:04,-3.6954,128.1814,77.0,94,20,8.05
377,Zhaotong,CN,2021-02-26 16:55:05,27.3167,103.7167,45.27,82,60,5.64
378,Usoke,TZ,2021-02-26 16:55:05,-5.1667,32.35,82.4,57,20,5.75
379,Teya,RU,2021-02-26 16:55:05,60.3778,92.6267,-13.77,85,100,5.55
380,Nhulunbuy,AU,2021-02-26 16:55:06,-12.2333,136.7667,77.0,88,75,3.44
381,Minbu,MM,2021-02-26 16:55:06,20.1833,94.8833,73.89,47,0,5.12
382,Sakaiminato,JP,2021-02-26 16:55:07,35.55,133.2333,44.6,57,75,25.32
383,Fare,PF,2021-02-26 16:55:07,-16.7,-151.0167,81.86,78,43,14.36
384,Kuching,MY,2021-02-26 16:55:08,1.55,110.3333,77.0,88,20,2.3
385,Dargaville,NZ,2021-02-26 16:55:08,-35.9333,173.8833,58.89,94,13,2.91
386,Channel-Port Aux Basques,CA,2021-02-26 16:55:08,47.5702,-59.1367,18.18,93,99,29.44
387,Kachug,RU,2021-02-26 16:55:08,53.9606,105.8817,-0.65,93,100,7.65
388,Harbour Breton,CA,2021-02-26 16:55:09,47.4833,-55.7983,24.4,89,51,24.38
389,Kahului,US,2021-02-26 16:55:09,20.8947,-156.47,71.6,73,40,16.11
390,Mogwase,ZA,2021-02-26 16:55:10,-25.185,27.2665,76.77,42,31,7.18
391,Slave Lake,CA,2021-02-26 16:55:10,55.2834,-114.769,-2.2,78,90,11.5
392,Kolchugino,RU,2021-02-26 16:55:10,56.3,39.3833,32.4,97,78,13.44
393,Aligudarz,IR,2021-02-26 16:55:11,33.4006,49.6949,34.65,82,21,3.4
394,Areosa,PT,2021-02-26 16:55:11,41.7178,-8.8571,68.0,63,0,5.75
395,Cockburn Town,TC,2021-02-26 16:55:12,21.4612,-71.1419,77.22,76,1,21.83
396,Duluth,US,2021-02-26 16:55:12,46.7833,-92.1066,37.99,65,75,20.71
397,Lazaro Cardenas,MX,2021-02-26 16:55:13,17.9583,-102.2,87.35,30,79,5.77
398,Imeni Babushkina,RU,2021-02-26 16:55:13,59.7573,43.1285,8.11,94,100,9.28
399,Conceicao Da Barra,BR,2021-02-26 16:55:13,-18.5933,-39.7322,84.6,60,62,10.78
400,Tual,ID,2021-02-26 16:55:14,-5.6667,132.75,83.08,78,64,17.94
401,Muli,MV,2021-02-26 16:55:14,2.9167,73.5667,82.54,73,96,10.6
402,Muroto,JP,2021-02-26 16:55:15,33.2833,134.15,48.43,63,100,24.76
403,Khandyga,RU,2021-02-26 16:55:15,62.6667,135.6,-30.19,82,9,1.54
404,Alihe,CN,2021-02-26 16:55:05,50.5667,123.7167,6.35,92,100,7.58
405,Petatlan,MX,2021-02-26 16:55:16,17.5167,-101.2667,80.6,74,1,6.29
406,Freeport,US,2021-02-26 16:55:16,40.6576,-73.5832,43.0,36,1,1.7
407,Belaya Gora,RU,2021-02-26 16:55:16,68.5333,146.4167,-28.93,86,89,0.94
408,Panalingaan,PH,2021-02-26 16:55:17,8.7842,117.4231,78.42,84,32,3.47
409,Riobamba,EC,2021-02-26 16:55:17,-1.6667,-78.6333,57.2,94,75,6.91
410,Kalmunai,LK,2021-02-26 16:55:17,7.4167,81.8167,77.31,80,37,1.39
411,Yulara,AU,2021-02-26 16:55:17,-25.2406,130.9889,73.4,23,64,4.61
412,Hvide Sande,DK,2021-02-26 16:55:18,56.0045,8.1294,44.6,81,75,10.36
413,Sibu,MY,2021-02-26 16:55:18,2.3,111.8167,75.2,94,40,1.05
414,Ayan,RU,2021-02-26 16:55:19,56.45,138.1667,-7.29,72,0,3.47
415,Berezovka,BY,2021-02-26 16:55:19,53.7214,25.4993,38.3,85,94,11.77
416,Broome,US,2021-02-26 16:55:19,42.2506,-75.833,36.0,59,20,1.68
417,Tete,MZ,2021-02-26 16:55:20,-16.1564,33.5867,89.6,48,40,5.75
418,Kolo,PL,2021-02-26 16:55:20,52.2002,18.6387,42.01,96,100,1.99
419,Pampa,US,2021-02-26 16:55:20,35.5362,-100.9599,46.4,42,1,18.41
420,Abalak,RU,2021-02-26 16:55:21,58.1286,68.5944,-16.8,89,22,3.62
421,Prince George,CA,2021-02-26 16:54:09,53.9166,-122.753,28.99,74,40,10.36
422,Waverly,US,2021-02-26 16:53:21,42.7392,-84.6208,37.99,55,1,10.36
423,Marsaxlokk,MT,2021-02-26 16:55:21,35.8419,14.5431,57.99,82,20,5.75
424,Honningsvag,NO,2021-02-26 16:55:22,70.9821,25.9704,33.8,75,75,23.02
425,Riosucio,CO,2021-02-26 16:52:29,5.4216,-75.7032,78.8,69,40,5.75
426,Bukan,IR,2021-02-26 16:55:23,36.521,46.2089,35.17,80,0,4.43
427,Sao Filipe,CV,2021-02-26 16:55:23,14.8961,-24.4956,79.39,42,0,17.45
428,Quatre Cocos,MU,2021-02-26 16:54:34,-20.2078,57.7625,80.6,78,40,11.5
429,Nyurba,RU,2021-02-26 16:55:24,63.2842,118.3319,-25.58,86,85,5.19
430,Dichiseni,RO,2021-02-26 16:55:24,44.2333,27.5333,57.99,38,0,3.0
431,Senanga,ZM,2021-02-26 16:55:24,-16.1167,23.2667,69.48,92,100,3.09
432,Deputatskiy,RU,2021-02-26 16:55:25,69.3,139.9,-32.03,85,80,0.87
433,Baykit,RU,2021-02-26 16:55:17,61.67,96.37,-13.25,84,100,3.74
434,Shakawe,BW,2021-02-26 16:55:25,-18.3667,21.85,68.22,93,98,3.98
435,Yerbogachen,RU,2021-02-26 16:55:25,61.2767,108.0108,-19.12,86,32,5.84
436,Dinanagar,IN,2021-02-26 16:55:26,32.15,75.4667,66.67,43,68,6.62
437,Bikin,RU,2021-02-26 16:55:26,46.8161,134.26,-7.29,89,0,2.73
438,Ballina,AU,2021-02-26 16:54:10,-28.8667,153.5667,73.4,94,75,4.61
439,Hovd,MN,2021-02-26 16:53:24,48.0056,91.6419,8.4,25,0,8.19
440,Khanino,RU,2021-02-26 16:55:27,54.211,36.6229,41.0,75,40,8.95
441,Mahebourg,MU,2021-02-26 16:55:27,-20.4081,57.7,80.6,78,40,11.5
442,Beyneu,KZ,2021-02-26 16:55:27,45.3167,55.2,25.47,98,99,10.49
443,Andili,PH,2021-02-26 16:55:28,7.462,125.9701,80.6,83,40,3.44
444,Faya,SA,2021-02-26 16:55:28,18.3851,42.4509,64.4,82,20,10.36
445,Bollnas,SE,2021-02-26 16:55:29,61.3482,16.3946,42.01,54,0,4.0
446,Ha Tinh,VN,2021-02-26 16:55:29,18.3333,105.9,72.79,92,56,3.38
447,Whitehorse,CA,2021-02-26 16:54:13,60.7161,-135.0538,10.4,85,20,2.3
448,Pacific Grove,US,2021-02-26 16:53:00,36.6177,-121.9166,50.0,81,20,3.44
449,Russell,US,2021-02-26 16:55:30,32.3502,-85.1999,68.0,73,90,5.75
450,Monrovia,LR,2021-02-26 16:50:42,6.3005,-10.7969,81.5,79,7,11.7
451,Rio Hondo,GT,2021-02-26 16:55:30,15.0667,-89.5833,83.1,49,14,4.68
452,Seoul,KR,2021-02-26 16:52:16,37.5683,126.9778,39.2,64,0,5.75
453,Lac Du Bonnet,CA,2021-02-26 16:55:31,50.2536,-96.0612,36.0,100,100,5.01
454,Surgut,RU,2021-02-26 16:55:31,61.25,73.4167,-20.2,83,0,4.47
455,Fukue,JP,2021-02-26 16:55:31,32.6881,128.8419,54.34,55,100,31.14
456,Pilar,BR,2021-02-26 16:55:31,-9.5972,-35.9567,87.8,58,40,16.11
457,Shache,CN,2021-02-26 16:55:32,38.4167,77.2406,42.87,62,100,8.39
458,Anupgarh,IN,2021-02-26 16:55:32,29.1911,73.2086,78.64,21,0,14.94
459,Amboise,FR,2021-02-26 16:55:32,47.4125,0.9827,52.0,54,40,8.05
460,Kuusamo,FI,2021-02-26 16:55:32,65.9667,29.1833,28.4,100,75,8.05
461,Tanabe,JP,2021-02-26 16:55:33,33.7333,135.3667,41.67,73,100,11.14
462,Rio Grande,BR,2021-02-26 16:55:03,-32.035,-52.0986,82.4,57,20,16.11
463,Kochevo,RU,2021-02-26 16:55:33,59.5994,54.3125,-3.08,91,100,9.51
464,Karatuzskoye,RU,2021-02-26 16:55:34,53.6072,92.8667,-5.21,82,100,8.37
465,Nchelenge,ZM,2021-02-26 16:55:34,-9.3451,28.734,73.83,76,7,2.46
466,Mattawa,US,2021-02-26 16:55:34,46.7379,-119.9028,39.2,81,1,9.22
467,Baherden,TM,2021-02-26 16:54:07,38.4362,57.4316,35.91,35,31,3.18
468,Pedasi,PA,2021-02-26 16:55:35,7.5333,-80.0333,82.78,72,35,18.54
469,Nizhniy Kuranakh,RU,2021-02-26 16:55:35,58.8353,125.4869,-11.43,85,97,2.86
470,Oktyabrskiy,RU,2021-02-26 16:55:35,54.4815,53.471,-1.17,91,75,13.24
471,Molteno,ZA,2021-02-26 16:55:36,-31.3968,26.3625,56.75,77,4,15.86
472,Puerto Escondido,MX,2021-02-26 16:55:36,15.85,-97.0667,84.2,79,1,8.43
473,Ust-Kuyga,RU,2021-02-26 16:55:36,70.0167,135.6,-28.05,82,92,4.25
474,Kavaratti,IN,2021-02-26 16:55:37,10.5669,72.642,82.35,74,0,13.13
475,Codrington,AU,2021-02-26 16:55:37,-38.2667,141.9667,48.2,89,35,4.7
476,Makokou,GA,2021-02-26 16:55:37,0.5738,12.8642,77.63,77,52,3.56
477,Porto Santo,PT,2021-02-26 16:55:37,33.072,-16.3415,59.0,63,40,18.41
478,Bratsk,RU,2021-02-26 16:51:07,56.1325,101.6142,-4.0,77,100,7.56
479,Playas,EC,2021-02-26 16:55:38,-2.6333,-80.3833,80.6,67,12,7.83
480,Sur,OM,2021-02-26 16:53:28,22.5667,59.5289,73.42,69,0,3.78
481,Thalgau,AT,2021-02-26 16:55:39,47.8333,13.25,57.2,44,0,4.61
482,Santa Rosa,PH,2021-02-26 16:55:39,14.3122,121.1114,80.6,83,20,2.3
483,Stonewall,CA,2021-02-26 16:55:39,50.1344,-97.3268,35.6,75,75,9.22
484,Fort-Shevchenko,KZ,2021-02-26 16:55:39,44.5086,50.263,32.79,96,100,5.08
485,Iraan,US,2021-02-26 16:55:40,30.914,-101.8979,51.01,44,0,1.01
486,Pirgos,GR,2021-02-26 16:55:40,35.1167,25.7178,59.0,68,13,6.51
487,Aflao,TG,2021-02-26 16:55:40,6.116,1.1914,87.8,66,20,10.36
488,Ulverstone,AU,2021-02-26 16:55:41,-41.15,146.1667,50.0,90,23,10.09
489,Monte Alegre,BR,2021-02-26 16:55:41,-2.0078,-54.0692,82.08,72,100,3.76
490,Semirom,IR,2021-02-26 16:55:41,31.4167,51.5667,27.91,74,4,4.54
491,Yamada,JP,2021-02-26 16:55:41,39.4667,141.95,25.23,83,61,12.35
492,Anadyr,RU,2021-02-26 16:53:21,64.75,177.4833,-22.0,63,0,15.66
493,Huarmey,PE,2021-02-26 16:55:42,-10.0681,-78.1522,78.04,62,18,9.13
494,Oudtshoorn,ZA,2021-02-26 16:54:39,-33.5907,22.2014,68.0,73,40,16.11
495,Mukhen,RU,2021-02-26 16:55:42,48.1,136.1,-6.2,87,2,4.43
496,Markova,UA,2021-02-26 16:55:42,48.6758,24.4138,48.2,61,0,5.61
497,Yabelo,ET,2021-02-26 16:55:43,4.8833,38.0833,73.0,21,0,8.99
498,Saint Anthony,US,2021-02-26 16:55:43,45.0205,-93.218,39.99,60,90,24.16
499,Felanitx,ES,2021-02-26 16:55:43,39.4696,3.1483,59.0,72,20,6.91
500,Amberley,US,2021-02-26 16:55:44,39.2048,-84.428,41.0,52,1,4.61
501,Faanui,PF,2021-02-26 16:55:44,-16.4833,-151.75,81.77,75,87,13.44
502,Kyra,RU,2021-02-26 16:55:44,49.5776,111.9753,20.57,94,100,7.14
503,Pumiao,CN,2021-02-26 16:55:45,22.75,108.4833,55.4,88,90,6.71
504,Kapit,MY,2021-02-26 16:52:15,2.0167,112.9333,72.81,95,81,0.34
505,Cururupu,BR,2021-02-26 16:55:46,-1.8283,-44.8683,81.61,83,84,6.33
506,Qeshm,IR,2021-02-26 16:55:46,26.9581,56.2719,71.6,64,0,11.5
507,Moron,AR,2021-02-26 16:55:46,-34.6534,-58.6198,88.0,31,0,8.99
508,Makakilo City,US,2021-02-26 16:55:46,21.3469,-158.0858,73.4,64,1,5.75
509,Atar,MR,2021-02-26 16:55:47,20.5169,-13.0499,81.84,14,0,18.48
510,Athabasca,CA,2021-02-26 16:55:47,54.7169,-113.2854,-5.8,71,100,9.22
511,Sao Miguel Do Araguaia,BR,2021-02-26 16:55:48,-13.275,-50.1628,84.31,72,76,4.88
512,Nileshwar,IN,2021-02-26 16:55:48,12.25,75.1,80.17,79,0,9.06
513,Panevezys,LT,2021-02-26 16:55:48,55.7333,24.35,39.2,87,90,14.97
514,Guerrero Negro,MX,2021-02-26 16:55:49,27.9769,-114.0611,66.02,27,74,1.88
515,Auki,SB,2021-02-26 16:55:49,-8.7676,160.7034,78.1,87,100,9.04
516,Zhangjiakou,CN,2021-02-26 16:55:50,40.81,114.8794,32.23,62,82,9.55
517,Xiantao,CN,2021-02-26 16:55:50,30.3833,113.4,43.93,83,99,6.15
518,Ossora,RU,2021-02-26 16:55:47,59.2353,163.0719,-3.3,96,99,6.2
519,Gat,IL,2021-02-26 16:55:51,31.61,34.7642,63.0,45,0,7.9
520,Sangar,RU,2021-02-26 16:55:51,63.9242,127.4739,-27.49,82,18,5.97
521,Suntar,RU,2021-02-26 16:55:51,62.1444,117.6319,-13.77,89,94,2.62
522,Ketchikan,US,2021-02-26 16:54:50,55.3422,-131.6461,42.8,70,40,8.05
523,Gallup,US,2021-02-26 16:55:52,35.5281,-108.7426,36.0,47,1,8.68
524,Mahibadhoo,MV,2021-02-26 16:55:52,3.7833,72.9667,82.33,72,55,10.87
525,Tukrah,LY,2021-02-26 16:55:52,32.5341,20.5791,57.47,77,15,11.92
526,San Andres,CO,2021-02-26 16:55:52,12.5847,-81.7006,86.0,66,20,18.41
527,Asfi,MA,2021-02-26 16:55:53,32.2994,-9.2372,59.58,66,97,10.49
528,Rusape,ZW,2021-02-26 16:55:53,-18.5278,32.1284,64.83,92,80,5.73
529,Saint-Francois,FR,2021-02-26 16:55:53,46.4154,3.9054,48.2,87,90,10.36
530,Novopavlovka,RU,2021-02-26 16:55:54,51.2172,109.2091,6.12,91,100,5.7
531,Katghora,IN,2021-02-26 16:55:54,22.5,82.55,73.15,16,0,4.68
532,Xinye,CN,2021-02-26 16:55:54,32.5186,112.3522,46.0,40,98,6.51
533,Englewood,US,2021-02-26 16:52:46,39.6478,-104.9878,39.0,47,0,5.01
534,Harindanga,IN,2021-02-26 16:55:55,22.0383,88.3214,80.6,65,0,4.61
535,Port Hedland,AU,2021-02-26 16:55:55,-20.3167,118.5667,86.0,79,20,17.27
536,Oranjemund,NA,2021-02-26 16:55:55,-28.55,16.4333,65.71,77,0,12.28
537,Calabozo,VE,2021-02-26 16:55:56,8.9242,-67.4293,94.96,33,86,10.27
538,Atyrau,KZ,2021-02-26 16:55:56,47.1167,51.8833,23.0,93,90,4.47
539,Loei,TH,2021-02-26 16:55:56,17.4167,101.5,80.01,40,0,3.91
540,Barra Patuca,HN,2021-02-26 16:55:57,15.8,-84.2833,81.18,73,21,11.56
541,Namatanai,PG,2021-02-26 16:55:00,-3.6667,152.4333,79.07,82,100,4.76
542,Bosaso,SO,2021-02-26 16:55:38,11.2842,49.1816,76.14,77,0,4.92
543,Sabang,ID,2021-02-26 16:55:57,5.8933,95.3214,81.3,69,80,7.05
544,Yuncheng,CN,2021-02-26 16:55:58,35.0231,110.9928,37.94,84,51,7.16
545,Misratah,LY,2021-02-26 16:55:58,32.3754,15.0925,59.52,66,63,9.98
546,Usinsk,RU,2021-02-26 16:55:59,65.9939,57.5281,-2.83,89,96,13.69
547,Tabou,CI,2021-02-26 16:55:59,4.423,-7.3528,81.99,78,10,8.14
548,Leoben,AT,2021-02-26 16:55:59,47.3461,15.1257,60.8,50,1,3.44
549,Virovitica,HR,2021-02-26 16:56:00,45.8319,17.3839,62.6,45,0,3.44
550,Linqiong,CN,2021-02-26 16:56:00,30.4159,103.4609,55.99,76,75,4.47
551,Apomu,NG,2021-02-26 16:56:00,7.3333,4.1833,92.91,36,71,4.12
552,Tarbagatay,RU,2021-02-26 16:56:01,51.4803,107.3602,10.4,61,75,8.95
553,Sobolevo,RU,2021-02-26 16:56:01,54.4299,31.8996,35.89,88,24,12.71
554,Hamada,JP,2021-02-26 16:56:01,34.8833,132.0833,43.0,13,100,5.01
555,Chachapoyas,PE,2021-02-26 16:55:09,-6.2317,-77.869,69.3,54,17,8.55
556,Tongliao,CN,2021-02-26 16:54:20,43.6125,122.2653,27.52,77,31,12.62
557,Lock Haven,US,2021-02-26 16:56:02,41.137,-77.4469,39.99,42,6,1.01
558,San Policarpo,PH,2021-02-26 16:56:03,12.1791,125.5072,80.62,84,100,7.83
559,Murygino,RU,2021-02-26 16:56:03,58.7383,49.4582,2.32,91,100,12.66
560,Ninghai,CN,2021-02-26 16:56:03,29.2892,121.4247,54.0,99,100,1.99
